,--genes,--cells,--strains,--tissue-depth,--output-cell-fraction,--output-cells-random,--input-fraction,--input-signal-depth,--alpha-esm,--esms,--esm-threshold,--delay,--window-size,--function
2056,30,729,16,0,1.0,,0.889967,11,0.176841,13,38.170356,0,7,parity
2057,311,3375,7,0,1.0,,0.115096,14,0.005894,5,71.97736,0,7,parity
2058,66,125,19,0,1.0,,0.264366,12,0.018023,5,19.024505,0,7,parity
2059,344,343,17,0,1.0,,0.916716,4,0.052471,13,89.294484,0,7,parity
2060,430,729,4,0,1.0,,0.386195,13,0.392798,1,93.560455,0,7,parity
2061,487,512,14,0,1.0,,0.994293,4,0.084995,14,59.414732,0,7,parity
2062,78,1728,16,0,1.0,,0.705061,6,0.053848,17,54.375602,0,7,parity
2063,36,512,3,0,1.0,,0.491111,9,0.014758,2,11.021063,0,7,parity
2064,67,216,11,0,1.0,,0.858538,12,0.025549,9,82.163952,0,7,parity
2065,65,216,17,0,1.0,,0.95688,4,0.027607,13,20.715588,0,7,parity
2066,181,3375,10,0,1.0,,0.27477,10,0.00582,2,38.280541,0,7,parity
2067,239,1,1,0,1.0,,0.504635,7,0.012743,0,40.262888,0,7,parity
2068,270,343,19,0,1.0,,0.559139,5,0.144961,5,10.863651,0,7,parity
2069,181,1000,4,0,1.0,,0.936732,14,0.009988,10,26.195057,0,7,parity
2070,491,216,6,0,1.0,,0.859019,8,0.006468,4,55.588672,0,7,parity
2071,43,64,20,0,1.0,,0.161081,15,0.012484,13,69.37014,0,7,parity
2072,437,1000,12,0,1.0,,0.643372,9,0.657312,7,80.329146,0,7,parity
2073,62,2744,2,0,1.0,,0.73864,4,0.020874,6,80.486223,0,7,parity
2074,493,1000,2,0,1.0,,0.462925,6,0.232066,1,71.236555,0,7,parity
2075,14,8,1,0,1.0,,0.197322,15,0.167491,16,36.858829,0,7,parity
2076,173,343,1,0,1.0,,0.328991,8,0.008695,10,23.331137,0,7,parity
2077,185,64,17,0,1.0,,0.121923,4,0.084022,3,82.112044,0,7,parity
2078,410,512,13,0,1.0,,0.342073,10,0.060999,5,36.323987,0,7,parity
2079,290,8,20,0,1.0,,0.660486,8,0.798124,13,11.07116,0,7,parity
2080,476,1728,20,0,1.0,,0.797348,10,0.055814,2,49.975297,0,7,parity
2081,253,2744,13,0,1.0,,0.156914,8,0.022117,0,48.038098,0,7,parity
2082,383,2744,20,0,1.0,,0.660411,14,0.144809,2,98.833501,0,7,parity
2083,104,125,19,0,1.0,,0.497793,13,0.014319,16,54.021196,0,7,parity
2084,45,2744,9,0,1.0,,0.817246,7,0.599774,4,78.596734,0,7,parity
2085,465,64,16,0,1.0,,0.435827,12,0.064619,6,83.953983,0,7,parity
2086,174,64,10,0,1.0,,0.142077,12,0.005628,18,18.642452,0,7,parity
2087,16,27,20,0,1.0,,0.438902,14,0.011602,17,56.184062,0,7,parity
2088,412,1728,17,0,1.0,,0.447011,12,0.009044,18,33.538158,0,7,parity
2089,245,729,8,0,1.0,,0.184946,1,0.020329,20,23.455898,0,7,parity
2090,292,729,12,0,1.0,,0.220295,1,0.013554,5,79.037301,0,7,parity
2091,459,343,6,0,1.0,,0.182831,8,0.011078,10,53.779701,0,7,parity
2092,498,1,18,0,1.0,,0.668889,6,0.227255,19,39.653474,0,7,parity
2093,449,125,15,0,1.0,,0.703141,4,0.018071,6,55.237369,0,7,parity
2094,459,125,7,0,1.0,,0.342567,5,0.169907,9,16.2995,0,7,parity
2095,71,27,19,0,1.0,,0.812245,2,0.005904,5,22.083875,0,7,parity
2096,16,125,13,0,1.0,,0.364982,13,0.015652,15,19.905267,0,7,parity
2097,265,1331,14,0,1.0,,0.366794,6,0.01108,13,65.522386,0,7,parity
2098,77,125,6,0,1.0,,0.643089,7,0.010465,0,83.06942,0,7,parity
2099,277,27,10,0,1.0,,0.922771,10,0.016609,14,34.848914,0,7,parity
2100,243,343,19,0,1.0,,0.536677,8,0.022404,19,23.656203,0,7,parity
2101,18,125,2,0,1.0,,0.829247,2,0.142919,2,39.853202,0,7,parity
2102,321,64,16,0,1.0,,0.370118,8,0.018732,11,54.01698,0,7,parity
2103,355,3375,1,0,1.0,,0.278659,12,0.016853,13,57.071023,0,7,parity
2104,308,2197,4,0,1.0,,0.329251,4,0.016777,6,98.05417,0,7,parity
2105,264,1728,14,0,1.0,,0.617001,13,0.016072,4,95.986413,0,7,parity
2106,50,2744,11,0,1.0,,0.618622,3,0.379015,11,27.469836,0,7,parity
2107,445,2197,12,0,1.0,,0.993695,7,0.02276,19,37.972562,0,7,parity
2108,436,1,17,0,1.0,,0.17595,13,0.010473,11,81.826048,0,7,parity
2109,60,729,2,0,1.0,,0.598141,14,0.006507,13,76.311187,0,7,parity
2110,390,64,17,0,1.0,,0.215779,4,0.029533,1,94.620175,0,7,parity
2111,347,2197,12,0,1.0,,0.458998,9,0.020738,12,57.601,0,7,parity
2112,445,3375,20,0,1.0,,0.888814,13,0.009294,18,38.107782,0,7,parity
2113,110,2744,5,0,1.0,,0.337667,6,0.03115,16,95.035926,0,7,parity
2114,46,2744,1,0,1.0,,0.951996,1,0.622604,11,85.582555,0,7,parity
2115,358,343,13,0,1.0,,0.517705,8,0.581485,10,50.864009,0,7,parity
2116,379,8,1,0,1.0,,0.897302,2,0.034026,7,23.903686,0,7,parity
2117,482,1728,14,0,1.0,,0.776091,6,0.263508,0,32.779083,0,7,parity
2118,117,1000,15,0,1.0,,0.791102,15,0.009006,2,27.907496,0,7,parity
2119,115,2197,4,0,1.0,,0.270049,10,0.0228,20,20.890622,0,7,parity
2120,95,27,18,0,1.0,,0.961908,9,0.005983,5,60.565933,0,7,parity
2121,113,8,19,0,1.0,,0.906656,10,0.007755,13,70.565992,0,7,parity
2122,437,1331,20,0,1.0,,0.928714,9,0.054944,9,66.657397,0,7,parity
2123,273,8,18,0,1.0,,0.925054,6,0.015979,19,86.859935,0,7,parity
2124,234,125,1,0,1.0,,0.949825,8,0.091406,18,40.303368,0,7,parity
2125,347,8,3,0,1.0,,0.800073,1,0.021034,14,90.503077,0,7,parity
2126,149,729,3,0,1.0,,0.353074,1,0.007894,15,31.840052,0,7,parity
2127,57,27,13,0,1.0,,0.596455,7,0.012431,18,44.331004,0,7,parity
2128,295,1331,6,0,1.0,,0.363065,14,0.121032,13,76.970044,0,7,parity
2129,317,27,19,0,1.0,,0.77014,10,0.053404,5,57.774553,0,7,parity
2130,236,216,10,0,1.0,,0.205588,12,0.017717,5,35.551665,0,7,parity
2131,234,125,11,0,1.0,,0.242537,2,0.016474,6,67.637972,0,7,parity
2132,398,3375,11,0,1.0,,0.310962,12,0.017397,18,10.36263,0,7,parity
2133,72,343,17,0,1.0,,0.126953,8,0.02275,5,14.71441,0,7,parity
2134,49,216,15,0,1.0,,0.996748,14,0.013163,15,24.726347,0,7,parity
2135,307,512,8,0,1.0,,0.869943,7,0.012489,2,59.17663,0,7,parity
2136,439,2197,4,0,1.0,,0.489368,5,0.011692,10,51.306295,0,7,parity
2137,416,343,1,0,1.0,,0.721191,9,0.024468,9,24.680991,0,7,parity
2138,102,1000,9,0,1.0,,0.186657,14,0.010832,17,78.884587,0,7,parity
2139,207,3375,17,0,1.0,,0.676219,7,0.572751,0,75.629743,0,7,parity
2140,69,2197,4,0,1.0,,0.1172,15,0.191615,5,86.143275,0,7,parity
2141,292,343,20,0,1.0,,0.988879,11,0.008328,6,32.262864,0,7,parity
2142,74,64,4,0,1.0,,0.171933,10,0.008093,6,10.939719,0,7,parity
2143,120,125,15,0,1.0,,0.772179,6,0.139067,3,83.97862,0,7,parity
2144,294,3375,16,0,1.0,,0.907099,14,0.005857,18,60.553955,0,7,parity
2145,297,1,11,0,1.0,,0.457757,1,0.036451,13,24.671486,0,7,parity
2146,151,729,4,0,1.0,,0.336512,4,0.020346,12,15.777644,0,7,parity
2147,125,1000,13,0,1.0,,0.197612,9,0.010449,7,89.392971,0,7,parity
2148,331,2197,15,0,1.0,,0.817638,12,0.037179,12,63.367201,0,7,parity
2149,66,216,7,0,1.0,,0.82438,3,0.015826,16,27.562717,0,7,parity
2150,43,64,19,0,1.0,,0.891319,8,0.088445,10,43.444503,0,7,parity
2151,46,729,16,0,1.0,,0.138281,3,0.006407,15,39.883574,0,7,parity
2152,208,1728,17,0,1.0,,0.485019,6,0.085204,7,74.184081,0,7,parity
2153,418,1,16,0,1.0,,0.77556,10,0.01185,13,50.640077,0,7,parity
2154,120,512,8,0,1.0,,0.304205,8,0.064164,5,39.56157,0,7,parity
2155,24,64,2,0,1.0,,0.579762,2,0.024179,7,23.269,0,7,parity
2156,20,3375,11,0,1.0,,0.750153,14,0.015924,5,78.196096,0,7,parity
2157,115,1331,11,0,1.0,,0.339873,1,0.016662,7,93.063107,0,7,parity
2158,433,1000,14,0,1.0,,0.153887,11,0.005639,19,17.368329,0,7,parity
2159,412,8,9,0,1.0,,0.59198,7,0.005944,19,89.818756,0,7,parity
2160,192,2744,15,0,1.0,,0.405233,5,0.021658,20,53.426107,0,7,parity
2161,199,1,16,0,1.0,,0.40414,4,0.049892,15,19.759939,0,7,parity
2162,391,2197,14,0,1.0,,0.908492,5,0.010944,14,29.639251,0,7,parity
2163,329,1331,20,0,1.0,,0.338865,10,0.011468,17,69.187407,0,7,parity
2164,331,3375,19,0,1.0,,0.741391,7,0.032022,18,64.078622,0,7,parity
2165,413,729,18,0,1.0,,0.744344,11,0.032394,2,48.836344,0,7,parity
2166,305,512,6,0,1.0,,0.210877,12,0.012007,0,78.168127,0,7,parity
2167,451,512,9,0,1.0,,0.741561,14,0.354912,10,77.840746,0,7,parity
2168,430,1331,16,0,1.0,,0.14842,13,0.011944,17,93.956563,0,7,parity
2169,442,64,7,0,1.0,,0.914741,7,0.031624,6,62.052681,0,7,parity
2170,28,125,17,0,1.0,,0.696701,13,0.07026,5,27.399341,0,7,parity
2171,380,2744,12,0,1.0,,0.641191,5,0.012036,8,84.967094,0,7,parity
2172,85,2197,17,0,1.0,,0.802341,1,0.009657,11,62.646427,0,7,parity
2173,107,1,17,0,1.0,,0.118093,8,0.008352,8,45.256321,0,7,parity
2174,217,729,3,0,1.0,,0.837835,6,0.035761,12,99.547068,0,7,parity
2175,423,2744,14,0,1.0,,0.558219,12,0.039484,17,29.49053,0,7,parity
2176,103,1000,1,0,1.0,,0.697563,12,0.092287,14,97.776034,0,7,parity
2177,189,2744,12,0,1.0,,0.707109,5,0.008009,14,52.423528,0,7,parity
2178,146,2744,19,0,1.0,,0.579962,15,0.062609,4,55.095398,0,7,parity
2179,205,1331,19,0,1.0,,0.133402,15,0.090429,10,77.812698,0,7,parity
2180,399,2744,4,0,1.0,,0.620584,3,0.053649,8,84.177442,0,7,parity
2181,285,1,17,0,1.0,,0.254341,4,0.032895,17,80.076025,0,7,parity
2182,402,1728,3,0,1.0,,0.698837,9,0.102237,1,67.963845,0,7,parity
2183,424,125,17,0,1.0,,0.745927,12,0.016247,3,96.477848,0,7,parity
2184,399,729,6,0,1.0,,0.596186,7,0.012572,4,22.485124,0,7,parity
2185,474,1728,6,0,1.0,,0.451637,12,0.006306,16,79.756502,0,7,parity
2186,460,216,12,0,1.0,,0.605753,10,0.007732,12,13.962793,0,7,parity
2187,143,1000,15,0,1.0,,0.943903,8,0.028164,18,25.447135,0,7,parity
2188,305,3375,17,0,1.0,,0.808991,2,0.008326,0,21.848332,0,7,parity
2189,496,3375,4,0,1.0,,0.757557,8,0.083431,4,77.44588,0,7,parity
2190,333,3375,9,0,1.0,,0.479223,13,0.039441,4,78.824134,0,7,parity
2191,314,64,13,0,1.0,,0.481012,2,0.080921,4,74.071825,0,7,parity
2192,161,27,10,0,1.0,,0.294817,4,0.014726,8,48.608036,0,7,parity
2193,47,125,18,0,1.0,,0.452516,13,0.013902,15,89.048665,0,7,parity
2194,323,2744,4,0,1.0,,0.642871,15,0.006178,10,34.954358,0,7,parity
2195,39,27,20,0,1.0,,0.112833,6,0.007711,20,60.329349,0,7,parity
2196,113,1331,4,0,1.0,,0.154703,15,0.55038,5,17.350595,0,7,parity
2197,110,2744,17,0,1.0,,0.13489,9,0.110396,3,16.016372,0,7,parity
2198,138,64,11,0,1.0,,0.465548,14,0.006903,13,75.144426,0,7,parity
2199,142,1000,6,0,1.0,,0.371983,9,0.010326,8,51.697324,0,7,parity
2200,180,3375,16,0,1.0,,0.142709,15,0.023948,1,70.062903,0,7,parity
2201,500,3375,4,0,1.0,,0.216081,10,0.05194,6,95.4367,0,7,parity
2202,251,1728,17,0,1.0,,0.54503,4,0.013962,5,26.906485,0,7,parity
2203,67,729,9,0,1.0,,0.702822,5,0.024311,19,85.460902,0,7,parity
2204,92,125,9,0,1.0,,0.942013,11,0.010564,6,87.49105,0,7,parity
2205,416,343,4,0,1.0,,0.48646,9,0.119632,3,13.468666,0,7,parity
2206,203,343,4,0,1.0,,0.953097,1,0.058149,1,56.279927,0,7,parity
2207,367,343,19,0,1.0,,0.233161,14,0.017072,2,26.856966,0,7,parity
2208,212,1728,9,0,1.0,,0.716477,14,0.15501,7,46.096277,0,7,parity
2209,47,343,5,0,1.0,,0.898394,5,0.087373,16,69.548225,0,7,parity
2210,69,27,17,0,1.0,,0.107025,7,0.162893,16,99.757521,0,7,parity
2211,232,2197,8,0,1.0,,0.907923,4,0.006954,2,96.653117,0,7,parity
2212,229,343,4,0,1.0,,0.566561,10,0.033657,6,53.859485,0,7,parity
2213,160,1,12,0,1.0,,0.744696,12,0.759775,20,80.145574,0,7,parity
2214,381,1,16,0,1.0,,0.16643,12,0.014041,16,11.131538,0,7,parity
2215,373,64,16,0,1.0,,0.11626,8,0.028392,11,92.639876,0,7,parity
2216,57,2744,2,0,1.0,,0.120466,10,0.041821,15,60.077727,0,7,parity
2217,95,343,15,0,1.0,,0.210231,6,0.014049,10,63.625193,0,7,parity
2218,115,27,12,0,1.0,,0.937022,9,0.013438,9,98.287026,0,7,parity
2219,121,343,9,0,1.0,,0.462779,11,0.013453,12,57.017272,0,7,parity
2220,389,3375,12,0,1.0,,0.226682,1,0.056163,6,59.103614,0,7,parity
2221,139,216,3,0,1.0,,0.328584,8,0.043854,14,61.590677,0,7,parity
2222,193,1331,5,0,1.0,,0.294316,9,0.38943,12,81.004803,0,7,parity
2223,332,1000,3,0,1.0,,0.441779,7,0.046887,4,49.25353,0,7,parity
2224,113,1728,18,0,1.0,,0.784334,8,0.006572,9,48.524927,0,7,parity
2225,77,343,13,0,1.0,,0.879313,7,0.031771,17,22.007547,0,7,parity
2226,400,512,20,0,1.0,,0.85566,11,0.049172,6,86.710902,0,7,parity
2227,249,2744,8,0,1.0,,0.817998,12,0.015053,18,36.936485,0,7,parity
2228,441,27,16,0,1.0,,0.481369,5,0.508953,10,75.759051,0,7,parity
2229,181,64,13,0,1.0,,0.539618,14,0.007514,16,18.921333,0,7,parity
2230,280,343,15,0,1.0,,0.131189,6,0.006507,20,80.824579,0,7,parity
2231,129,8,19,0,1.0,,0.266594,8,0.081208,19,45.203294,0,7,parity
2232,243,3375,18,0,1.0,,0.912014,4,0.016139,0,89.330377,0,7,parity
2233,381,216,5,0,1.0,,0.540279,3,0.294039,2,78.085911,0,7,parity
2234,461,1331,20,0,1.0,,0.553268,14,0.16034,4,15.174943,0,7,parity
2235,234,3375,11,0,1.0,,0.740683,1,0.075141,1,27.58399,0,7,parity
2236,181,125,6,0,1.0,,0.686781,13,0.011827,3,84.440714,0,7,parity
2237,103,125,12,0,1.0,,0.932518,10,0.029482,2,88.294805,0,7,parity
2238,268,1,6,0,1.0,,0.302806,4,0.025533,8,35.17386,0,7,parity
2239,28,125,8,0,1.0,,0.805396,8,0.012845,0,53.767062,0,7,parity
2240,482,1000,2,0,1.0,,0.252459,8,0.010848,3,25.319516,0,7,parity
2241,54,512,13,0,1.0,,0.991491,13,0.018286,12,44.798884,0,7,parity
2242,450,27,7,0,1.0,,0.983713,1,0.008901,2,85.228633,0,7,parity
2243,91,512,8,0,1.0,,0.603815,9,0.006817,9,58.934121,0,7,parity
2244,256,8,18,0,1.0,,0.177941,3,0.01493,15,31.438648,0,7,parity
2245,302,1000,15,0,1.0,,0.451474,12,0.026373,10,98.615009,0,7,parity
2246,205,512,5,0,1.0,,0.657897,2,0.006405,11,11.257389,0,7,parity
2247,482,729,17,0,1.0,,0.2626,12,0.012808,16,98.817394,0,7,parity
2248,227,2197,11,0,1.0,,0.51822,11,0.005807,15,87.208725,0,7,parity
2249,95,3375,9,0,1.0,,0.486203,15,0.006014,19,64.067752,0,7,parity
2250,249,27,3,0,1.0,,0.110234,4,0.008187,7,61.037039,0,7,parity
2251,190,729,17,0,1.0,,0.848265,3,0.028692,10,24.062103,0,7,parity
2252,92,1000,12,0,1.0,,0.890708,9,0.01136,1,17.389394,0,7,parity
2253,62,1728,3,0,1.0,,0.48527,1,0.011993,1,75.877784,0,7,parity
2254,93,1000,18,0,1.0,,0.224266,6,0.124572,9,82.679822,0,7,parity
2255,94,1000,16,0,1.0,,0.940013,12,0.049909,20,88.124412,0,7,parity
2256,456,27,10,0,1.0,,0.212968,5,0.011508,0,46.224992,0,7,parity
2257,286,8,3,0,1.0,,0.158611,10,0.092116,1,47.306822,0,7,parity
2258,311,1331,2,0,1.0,,0.913546,10,0.015896,20,22.362427,0,7,parity
2259,57,125,16,0,1.0,,0.392523,1,0.094789,18,94.18644,0,7,parity
2260,25,1728,10,0,1.0,,0.350597,14,0.070479,3,34.664559,0,7,parity
2261,44,343,8,0,1.0,,0.576179,4,0.010339,4,18.966671,0,7,parity
2262,483,1728,5,0,1.0,,0.868572,9,0.164119,1,62.304473,0,7,parity
2263,388,8,7,0,1.0,,0.881591,14,0.014705,5,99.376259,0,7,parity
2264,359,343,2,0,1.0,,0.811779,11,0.461556,9,54.186368,0,7,parity
2265,417,216,7,0,1.0,,0.427896,4,0.008544,11,10.995815,0,7,parity
2266,325,27,3,0,1.0,,0.758011,5,0.059986,1,50.014437,0,7,parity
2267,470,125,1,0,1.0,,0.137528,4,0.056816,19,94.33369,0,7,parity
2268,64,3375,5,0,1.0,,0.407479,5,0.188069,8,49.915423,0,7,parity
2269,321,64,10,0,1.0,,0.134264,5,0.005905,8,61.613281,0,7,parity
2270,85,8,6,0,1.0,,0.155993,11,0.071593,18,98.246471,0,7,parity
2271,295,64,20,0,1.0,,0.550354,4,0.01092,16,91.122219,0,7,parity
2272,83,2744,17,0,1.0,,0.40826,10,0.008841,5,43.78647,0,7,parity
2273,17,1331,8,0,1.0,,0.301736,3,0.009423,18,26.640875,0,7,parity
2274,240,64,4,0,1.0,,0.254495,11,0.042657,0,54.30917,0,7,parity
2275,46,729,1,0,1.0,,0.234174,9,0.005855,10,76.151112,0,7,parity
2276,241,216,7,0,1.0,,0.604921,1,0.007443,9,85.833439,0,7,parity
2277,430,2744,5,0,1.0,,0.70934,9,0.068516,16,53.308691,0,7,parity
2278,40,3375,19,0,1.0,,0.1786,15,0.00932,12,16.801115,0,7,parity
2279,231,1,1,0,1.0,,0.887905,6,0.034867,15,61.934118,0,7,parity
2280,322,1331,13,0,1.0,,0.906165,12,0.015186,4,67.170215,0,7,parity
2281,444,729,15,0,1.0,,0.474277,8,0.005898,12,49.450782,0,7,parity
2282,38,2197,6,0,1.0,,0.957602,6,0.006466,9,92.575675,0,7,parity
2283,127,1,18,0,1.0,,0.360089,10,0.69607,0,86.730948,0,7,parity
2284,430,729,9,0,1.0,,0.507,12,0.007535,20,68.381522,0,7,parity
2285,451,1331,14,0,1.0,,0.642666,6,0.133893,9,56.175973,0,7,parity
2286,194,1,2,0,1.0,,0.767534,13,0.010685,1,73.776062,0,7,parity
2287,11,216,3,0,1.0,,0.150386,4,0.012661,13,37.488767,0,7,parity
2288,39,2744,3,0,1.0,,0.695462,10,0.096853,11,45.323138,0,7,parity
2289,397,64,6,0,1.0,,0.767199,11,0.054434,19,54.166975,0,7,parity
2290,68,216,6,0,1.0,,0.912144,13,0.017368,20,43.509225,0,7,parity
2291,76,8,6,0,1.0,,0.192428,13,0.443176,9,48.43524,0,7,parity
2292,129,3375,3,0,1.0,,0.376488,4,0.006076,2,52.40345,0,7,parity
2293,161,27,4,0,1.0,,0.397342,12,0.00767,3,83.282711,0,7,parity
2294,16,729,17,0,1.0,,0.905284,9,0.067972,9,55.064591,0,7,parity
2295,197,2744,20,0,1.0,,0.487993,12,0.172341,17,96.8763,0,7,parity
2296,496,216,3,0,1.0,,0.479383,14,0.233849,12,38.557047,0,7,parity
2297,101,125,4,0,1.0,,0.826293,8,0.013062,7,85.313219,0,7,parity
2298,116,1000,14,0,1.0,,0.218179,5,0.006398,7,25.157603,0,7,parity
2299,409,1000,5,0,1.0,,0.477521,4,0.125284,1,32.629507,0,7,parity
2300,308,729,17,0,1.0,,0.402724,8,0.006753,14,39.659023,0,7,parity
2301,417,1,15,0,1.0,,0.914884,6,0.005743,12,23.977252,0,7,parity
2302,268,1000,8,0,1.0,,0.728968,4,0.006156,6,42.916022,0,7,parity
2303,30,512,12,0,1.0,,0.823763,7,0.012841,2,48.163153,0,7,parity
2304,490,1331,3,0,1.0,,0.829496,6,0.050417,19,13.211592,0,7,parity
2305,493,1,9,0,1.0,,0.210087,8,0.313415,8,55.819124,0,7,parity
2306,195,2744,8,0,1.0,,0.230722,1,0.203251,14,30.014788,0,7,parity
2307,221,8,12,0,1.0,,0.984738,11,0.099114,9,49.476324,0,7,parity
2308,415,512,10,0,1.0,,0.79198,3,0.244763,5,89.150667,0,7,parity
2309,364,2744,4,0,1.0,,0.419075,10,0.014103,20,59.04896,0,7,parity
2310,96,64,15,0,1.0,,0.925463,4,0.01376,2,81.137675,0,7,parity
2311,498,216,18,0,1.0,,0.663507,13,0.017264,13,17.747574,0,7,parity
2312,57,1331,2,0,1.0,,0.16557,8,0.039926,11,55.742733,0,7,parity
2313,27,2744,15,0,1.0,,0.618769,8,0.006871,17,47.66209,0,7,parity
2314,113,27,18,0,1.0,,0.878131,14,0.021505,7,24.581719,0,7,parity
2315,488,343,20,0,1.0,,0.210632,3,0.008692,14,94.98207,0,7,parity
2316,318,2197,7,0,1.0,,0.193498,6,0.019802,12,24.288557,0,7,parity
2317,173,216,11,0,1.0,,0.553767,8,0.006053,20,44.923002,0,7,parity
2318,391,343,19,0,1.0,,0.548439,5,0.008126,17,28.533506,0,7,parity
2319,325,1728,15,0,1.0,,0.239289,13,0.039022,14,44.902217,0,7,parity
2320,401,729,19,0,1.0,,0.119678,4,0.079939,0,90.393966,0,7,parity
2321,120,8,14,0,1.0,,0.378029,12,0.030687,20,32.742916,0,7,parity
2322,176,512,12,0,1.0,,0.53238,9,0.773979,7,73.080613,0,7,parity
2323,425,27,10,0,1.0,,0.113469,3,0.256525,16,21.506094,0,7,parity
2324,291,8,7,0,1.0,,0.725278,13,0.095261,19,91.938521,0,7,parity
2325,33,216,15,0,1.0,,0.871761,9,0.010028,5,53.50884,0,7,parity
2326,394,512,14,0,1.0,,0.189377,12,0.177145,17,19.838854,0,7,parity
2327,131,216,18,0,1.0,,0.777996,12,0.30785,3,69.829626,0,7,parity
2328,213,2197,12,0,1.0,,0.113145,7,0.013067,15,45.315559,0,7,parity
2329,466,3375,20,0,1.0,,0.79776,11,0.008757,9,55.682379,0,7,parity
2330,424,512,10,0,1.0,,0.944169,10,0.017434,14,80.712597,0,7,parity
2331,122,125,6,0,1.0,,0.449182,6,0.008889,14,37.502432,0,7,parity
2332,96,2744,15,0,1.0,,0.852474,5,0.484059,2,82.814774,0,7,parity
2333,51,1728,16,0,1.0,,0.563384,3,0.051264,13,55.13737,0,7,parity
2334,403,512,5,0,1.0,,0.288239,11,0.015628,0,55.145735,0,7,parity
2335,287,729,18,0,1.0,,0.261213,2,0.013357,9,60.739003,0,7,parity
2336,251,512,6,0,1.0,,0.600535,3,0.046086,13,64.511815,0,7,parity
2337,48,729,6,0,1.0,,0.750479,3,0.017286,17,85.908122,0,7,parity
2338,11,729,19,0,1.0,,0.25823,7,0.008283,1,52.698689,0,7,parity
2339,23,3375,8,0,1.0,,0.564624,3,0.15588,14,69.320064,0,7,parity
2340,250,2197,8,0,1.0,,0.582911,6,0.21416,14,53.924638,0,7,parity
2341,237,125,18,0,1.0,,0.422469,1,0.017437,12,49.389708,0,7,parity
2342,204,27,7,0,1.0,,0.319753,14,0.062422,20,57.548474,0,7,parity
2343,435,1000,7,0,1.0,,0.512059,15,0.202749,14,41.711889,0,7,parity
2344,376,1,18,0,1.0,,0.370857,7,0.011488,2,67.997231,0,7,parity
2345,446,1331,5,0,1.0,,0.165469,4,0.011325,9,29.017526,0,7,parity
2346,121,2197,4,0,1.0,,0.966084,12,0.250919,17,24.566777,0,7,parity
2347,377,3375,7,0,1.0,,0.408891,4,0.064052,17,98.512496,0,7,parity
2348,70,64,14,0,1.0,,0.596011,8,0.009909,10,23.597833,0,7,parity
2349,161,1000,9,0,1.0,,0.701459,15,0.009435,10,49.203699,0,7,parity
2350,96,216,16,0,1.0,,0.295606,10,0.045562,12,12.489586,0,7,parity
2351,167,1000,5,0,1.0,,0.377037,12,0.018096,12,11.781146,0,7,parity
2352,241,2197,12,0,1.0,,0.458724,1,0.009204,9,18.11996,0,7,parity
2353,469,1000,10,0,1.0,,0.487937,1,0.02454,12,88.207234,0,7,parity
2354,483,3375,6,0,1.0,,0.91024,8,0.01439,11,13.179391,0,7,parity
2355,451,1,7,0,1.0,,0.422649,2,0.055994,17,16.303817,0,7,parity
2356,326,3375,20,0,1.0,,0.302031,10,0.43835,9,19.394134,0,7,parity
2357,166,1000,7,0,1.0,,0.718293,5,0.008907,18,58.610667,0,7,parity
2358,85,8,11,0,1.0,,0.697759,8,0.012669,20,75.397959,0,7,parity
2359,454,64,6,0,1.0,,0.142194,15,0.026506,1,55.522405,0,7,parity
2360,227,1331,20,0,1.0,,0.229533,7,0.007811,16,53.077877,0,7,parity
2361,389,2744,9,0,1.0,,0.312383,3,0.182243,11,64.941543,0,7,parity
2362,146,2744,5,0,1.0,,0.510152,3,0.038642,20,66.89375,0,7,parity
2363,319,1728,4,0,1.0,,0.394276,1,0.006767,13,64.705555,0,7,parity
2364,434,2197,19,0,1.0,,0.855275,3,0.03271,1,96.775097,0,7,parity
2365,252,216,3,0,1.0,,0.979078,2,0.019822,4,54.451407,0,7,parity
2366,349,1,15,0,1.0,,0.498608,5,0.006144,6,28.853086,0,7,parity
2367,480,2744,15,0,1.0,,0.913211,4,0.013454,15,24.268521,0,7,parity
2368,39,343,14,0,1.0,,0.60045,12,0.008318,1,79.424431,0,7,parity
2369,201,1331,14,0,1.0,,0.330624,15,0.007814,18,29.476936,0,7,parity
2370,270,729,17,0,1.0,,0.872407,11,0.074795,11,29.121943,0,7,parity
2371,356,125,15,0,1.0,,0.894026,5,0.040916,11,16.049635,0,7,parity
2372,319,216,10,0,1.0,,0.259416,7,0.024113,3,67.496362,0,7,parity
2373,190,729,6,0,1.0,,0.68467,5,0.023873,6,37.135918,0,7,parity
2374,408,1,16,0,1.0,,0.644222,13,0.054583,15,19.457045,0,7,parity
2375,319,2744,10,0,1.0,,0.129103,8,0.298773,2,84.866684,0,7,parity
2376,61,1,5,0,1.0,,0.632228,6,0.122091,17,35.869476,0,7,parity
2377,371,64,10,0,1.0,,0.982362,2,0.008537,2,41.912425,0,7,parity
2378,408,1000,10,0,1.0,,0.999996,5,0.027225,16,94.848154,0,7,parity
2379,335,8,20,0,1.0,,0.366934,9,0.107547,6,33.491143,0,7,parity
2380,177,216,15,0,1.0,,0.904392,3,0.006958,2,45.506817,0,7,parity
2381,185,343,2,0,1.0,,0.349563,14,0.377658,8,19.731742,0,7,parity
2382,294,3375,3,0,1.0,,0.551189,7,0.005966,11,22.695487,0,7,parity
2383,60,1,9,0,1.0,,0.596318,8,0.00971,19,43.927289,0,7,parity
